rid,uid,role,feature,benefit,novelty_avg,ustories,stories
154,good worker,I know when the shift work to me,easy to maintain the working purposed without failure,Safety,3.0,i know when the shift work to me easy to maintain the working purposed without failure safety,"['know', 'shift', 'work', 'easy', 'maintain', 'work', 'purpose', 'failure', 'safety']"
154,a headmaster,maintain the working hours arrange the good teacher for free students,increase the good result for the school,Other,2.25,maintain the working hours arrange the good teacher for free students increase the good result for the school other,"['maintain', 'work', 'hour', 'arrange', 'good', 'teacher', 'free', 'student', 'increase', 'good', 'result', 'school']"
155,home occupant,"my smart home to have all the photographs and voices of the people that I want to visit my home recorded and a special tone to be assigned to them when the doorbell rings,", that unwanted visitors can be avoided.,Safety,4.0,"my smart home to have all the photographs and voices of the people that i want to visit my home recorded and a special tone to be assigned to them when the doorbell rings,  that unwanted visitors can be avoided. safety","['photograph', 'voice', 'people', 'want', 'visit', 'record', 'special', 'tone', 'assign', 'doorbell', 'ring', 'unwanted', 'visitor', 'avoid', 'safety']"
155,parent,my smart home to send an alert to my phone when my children cut any electronics on after 10 pm.,energy can be saved and I can monitor their computer usage.,Energy,4.3333,my smart home to send an alert to my phone when my children cut any electronics on after 10 pm. energy can be saved and i can monitor their computer usage. energy,"['send', 'alert', 'phone', 'child', 'cut', 'electronics', 'pm', 'energy', 'save', 'monitor', 'computer', 'usage', 'energy']"
155,home occupant,all water temperatures to be pre-programmed and controlled by a voice sensor,the temperatures are safe for children to use.,Safety,2.5,all water temperatures to be pre-programmed and controlled by a voice sensor the temperatures are safe for children to use. safety,"['water', 'temperature', 'pre-programmed', 'control', 'voice', 'sensor', 'temperature', 'safe', 'child', 'use', 'safety']"
155,caregiver,my smart home to alert me to when my child starts to exhibit signs of an asthma attack by flashing a red light with a human voice alert,I can be aware if I am in another room that my child is sick.,Health,3.0,my smart home to alert me to when my child starts to exhibit signs of an asthma attack by flashing a red light with a human voice alert i can be aware if i am in another room that my child is sick. health,"['alert', 'child', 'start', 'exhibit', 'sign', 'asthma', 'attack', 'flash', 'red', 'light', 'human', 'voice', 'alert', 'aware', 'room', 'child', 'sick', 'health']"
155,music lover,my smart home to control the volume after 10pm. by automatically turning it down low if it is too loud,my neighbors don't complain about the music playing too loud.,Entertainment,4.6667,my smart home to control the volume after 10pm. by automatically turning it down low if it is too loud my neighbors don't complain about the music playing too loud. entertainment,"['control', 'volume', 'turn', 'low', 'loud', 'neighbor', 'complain', 'music', 'play', 'loud', 'entertainment']"
155,home occupant,my smart home to program the shower stall to cut the water off after 3 minutes in the shower,I can save energy and money by taking shorter showers.,Energy,4.25,my smart home to program the shower stall to cut the water off after 3 minutes in the shower i can save energy and money by taking shorter showers. energy,"['program', 'shower', 'stall', 'cut', 'water', 'minute', 'shower', 'save', 'energy', 'money', 'take', 'shorter', 'shower', 'energy']"
155,home occupant,my smart home to preheat my oven and turn on my coffeemaker at 7:00 am,I can save time preparing food in the morning.,Other,2.6667,my smart home to preheat my oven and turn on my coffeemaker at 7:00 am i can save time preparing food in the morning. other,"['preheat', 'oven', 'turn', 'coffeemaker', 'save', 'time', 'prepare', 'food', 'morning']"
155,home occupant,my smart home to sort through the trash at certain intervals and extract recyclables from the trash,all trash is separated and recycled.,Other,4.0,my smart home to sort through the trash at certain intervals and extract recyclables from the trash all trash is separated and recycled. other,"['sort', 'trash', 'certain', 'interval', 'extract', 'recyclables', 'trash', 'trash', 'separate', 'recycle']"
155,home occupant,a smart home that responds to my voice when I ask for weather and traffic updates by relaying the information through a human-like voice,I can automatically know how much time I have to get to work and what to wear.,Entertainment,3.3333,a smart home that responds to my voice when i ask for weather and traffic updates by relaying the information through a human-like voice i can automatically know how much time i have to get to work and what to wear. entertainment,"['responds', 'voice', 'ask', 'weather', 'traffic', 'update', 'relay', 'information', 'human-like', 'voice', 'know', 'much', 'time', 'get', 'work', 'wear', 'entertainment']"
157,cat owner,my cat's food bowl to automatically fill itself when empty or it is time to feed my cat and to seal when the cat is not eating,"my cat's food does not go bad, and so it doesnt go hungry.",Other,4.5,"my cat's food bowl to automatically fill itself when empty or it is time to feed my cat and to seal when the cat is not eating my cat's food does not go bad, and so it doesnt go hungry. other","['cat', 'food', 'bowl', 'fill', 'empty', 'time', 'feed', 'cat', 'seal', 'cat', 'eat', 'cat', 'food', 'go', 'bad', 'doesnt', 'go', 'hungry']"
156,home owner,My shower to be cleaned with a device once per week.,The shower stays nice and clean,Health,5.0,my shower to be cleaned with a device once per week. the shower stays nice and clean health,"['shower', 'clean', 'device', 'week', 'shower', 'stay', 'nice', 'clean', 'health']"
157,home owner,my house thermostat to decrease when I am sleeping,I save on heating bills,Energy,1.6667,my house thermostat to decrease when i am sleeping i save on heating bills energy,"['thermostat', 'decrease', 'sleep', 'save', 'heating', 'bill', 'energy']"
156,home owner,Dog food to be dispensed from a device into my dog's bowl at the same time every day.,My dog will eat at the same time every day.,Other,3.75,dog food to be dispensed from a device into my dog's bowl at the same time every day. my dog will eat at the same time every day. other,"['dog', 'food', 'dispense', 'device', 'dog', 'bowl', 'time', 'day', 'dog', 'eat', 'time', 'day']"
157,recording engineer,my house to notify me when someone is going to be entering my recording room,I don't ruin a recording track,Entertainment,4.5,my house to notify me when someone is going to be entering my recording room i don't ruin a recording track entertainment,"['notify', 'someone', 'go', 'enter', 'record', 'room', 'ruin', 'record', 'track', 'entertainment']"
156,parent,Children's programming to be on the TV when my kids get home from school.,They will watch shows I approved of.,Entertainment,3.5,children's programming to be on the tv when my kids get home from school. they will watch shows i approved of. entertainment,"['child', 'program', 'tv', 'kid', 'get', 'school', 'watch', 'show', 'approve', 'entertainment']"
157,worker,my house to set an alarm for me when I request it to,I am not late for things,Health,3.0,my house to set an alarm for me when i request it to i am not late for things health,"['set', 'alarm', 'request', 'late', 'thing', 'health']"
156,home owner,To be told I should go to bed and stop working.,I can get up on time the next morning.,Health,4.3333,to be told i should go to bed and stop working. i can get up on time the next morning. health,"['told', 'go', 'bed', 'stop', 'work', 'get', 'time', 'next', 'morning', 'health']"
